sensor_values,PredictedAnamoly,machine_status
2.49294,1,NORMAL
2.49294,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.489005,1,NORMAL
2.493924,1,NORMAL
2.488021,1,NORMAL
2.49294,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.495891,1,NORMAL
2.481134,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.49294,1,NORMAL
2.483102,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.495891,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.489989,1,NORMAL
2.493924,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.489005,1,NORMAL
2.489005,1,NORMAL
2.49294,1,NORMAL
2.489005,1,NORMAL
2.49294,1,NORMAL
2.488021,1,NORMAL
2.49294,1,NORMAL
2.486053,1,NORMAL
2.489989,1,NORMAL
2.48507,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.49294,1,NORMAL
2.481134,1,NORMAL
2.493924,1,NORMAL
2.48507,1,NORMAL
2.49294,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.49294,1,NORMAL
2.489005,1,NORMAL
2.493924,1,NORMAL
2.489005,1,NORMAL
2.493924,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.489005,1,NORMAL
2.49294,1,NORMAL
2.486053,1,NORMAL
2.49294,1,NORMAL
2.486053,1,NORMAL
2.489989,1,NORMAL
2.484086,1,NORMAL
2.489989,1,NORMAL
2.483102,1,NORMAL
2.489989,1,NORMAL
2.48507,1,NORMAL
2.489989,1,NORMAL
2.486053,1,NORMAL
2.49294,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.489005,1,NORMAL
2.493924,1,NORMAL
2.489005,1,NORMAL
2.493924,1,NORMAL
2.489005,1,NORMAL
2.493924,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.486053,1,NORMAL
2.49294,1,NORMAL
2.48507,1,NORMAL
2.483102,1,NORMAL
2.483102,1,NORMAL
2.49294,1,NORMAL
2.48507,1,NORMAL
2.489989,1,NORMAL
2.483102,1,NORMAL
2.49294,1,NORMAL
2.48507,1,NORMAL
2.489989,1,NORMAL
2.486053,1,NORMAL
2.49294,1,NORMAL
2.489005,1,NORMAL
2.489989,1,NORMAL
2.493924,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.489005,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.489005,1,NORMAL
2.489989,1,NORMAL
2.48507,1,NORMAL
2.49294,1,NORMAL
2.483102,1,NORMAL
2.49294,1,NORMAL
2.484086,1,NORMAL
2.484086,1,NORMAL
2.48507,1,NORMAL
2.489989,1,NORMAL
2.48507,1,NORMAL
2.49294,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.49294,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.489005,1,NORMAL
2.49294,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.48507,1,NORMAL
2.493924,1,NORMAL
2.48507,1,NORMAL
2.493924,1,NORMAL
2.481134,1,NORMAL
2.49294,1,NORMAL
2.483102,1,NORMAL
2.489989,1,NORMAL
2.48507,1,NORMAL
2.490972,1,NORMAL
2.486053,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.495891,1,NORMAL
2.486053,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.495891,1,NORMAL
2.48507,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.495891,1,NORMAL
2.483102,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.493924,1,NORMAL
2.483102,1,NORMAL
2.49294,1,NORMAL
2.48507,1,NORMAL
2.489989,1,NORMAL
2.483102,1,NORMAL
2.489989,1,NORMAL
2.48507,1,NORMAL
2.489989,1,NORMAL
2.488021,1,NORMAL
2.493924,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.489989,1,NORMAL
2.49294,1,NORMAL
2.489005,1,NORMAL
2.49294,1,NORMAL
2.489005,1,NORMAL
2.493924,1,NORMAL
2.48507,1,NORMAL
2.493924,1,NORMAL
2.486053,1,NORMAL
2.489989,1,NORMAL
2.483102,1,NORMAL
2.49294,1,NORMAL
2.483102,1,NORMAL
2.493924,1,NORMAL
2.481134,1,NORMAL
2.49294,1,NORMAL
2.48507,1,NORMAL
2.49294,1,NORMAL
2.48507,1,NORMAL
2.49294,1,NORMAL
2.48507,1,NORMAL
2.493924,1,NORMAL
2.489005,1,NORMAL
2.49294,1,NORMAL
2.49294,1,NORMAL
2.49294,1,NORMAL
2.489005,1,NORMAL
2.489989,1,NORMAL
2.489989,1,NORMAL
2.489005,1,NORMAL
2.49294,1,NORMAL
2.489005,1,NORMAL
2.489989,1,NORMAL
2.486053,1,NORMAL
2.489989,1,NORMAL
2.48507,1,NORMAL
2.49294,1,NORMAL
2.481134,1,NORMAL
2.494907,1,NORMAL
2.481134,1,NORMAL
2.493924,1,NORMAL
2.479167,1,NORMAL
2.493924,1,NORMAL
2.484086,1,NORMAL
2.493924,1,NORMAL
2.48507,1,NORMAL
2.493924,1,NORMAL
2.486053,1,NORMAL
2.510648,1,NORMAL
2.508681,1,NORMAL
2.508681,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.505729,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.505729,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.508681,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.502778,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.510648,1,NORMAL
2.499826,1,NORMAL
2.510648,1,NORMAL
2.503762,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.504745,1,NORMAL
2.505729,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.503762,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.505729,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.509664,1,NORMAL
2.499826,1,NORMAL
2.510648,1,NORMAL
2.502778,1,NORMAL
2.512616,1,NORMAL
2.499826,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.510648,1,NORMAL
2.50081,1,NORMAL
2.510648,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.510648,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.508681,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.505729,1,NORMAL
2.505729,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.499826,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.499826,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.499826,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.499826,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.510648,1,NORMAL
2.50081,1,NORMAL
2.510648,1,NORMAL
2.50081,1,NORMAL
2.510648,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.510648,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.508681,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.510648,1,NORMAL
2.510648,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.510648,1,NORMAL
2.503762,1,NORMAL
2.512616,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.510648,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.510648,1,NORMAL
2.502778,1,NORMAL
2.509664,1,NORMAL
2.502778,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.505729,1,NORMAL
2.503762,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.507697,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.505729,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.505729,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.505729,1,NORMAL
2.507697,1,NORMAL
2.508681,1,NORMAL
2.508681,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.505729,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.499826,1,NORMAL
2.510648,1,NORMAL
2.499826,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.499826,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.508681,1,NORMAL
2.50081,1,NORMAL
2.508681,1,NORMAL
2.499826,1,NORMAL
2.508681,1,NORMAL
2.499826,1,NORMAL
2.508681,1,NORMAL
2.503762,1,NORMAL
2.503762,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.503762,1,NORMAL
2.507697,1,NORMAL
2.504745,1,NORMAL
2.505729,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.504745,1,NORMAL
2.507697,1,NORMAL
2.503762,1,NORMAL
2.508681,1,NORMAL
2.504745,1,NORMAL
2.473264,1,NORMAL
2.473264,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.466377,1,NORMAL
2.473264,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.475232,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.474248,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.466377,1,NORMAL
2.473264,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.46441,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.468345,1,NORMAL
2.473264,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.473264,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.463426,1,NORMAL
2.475232,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.475232,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.469329,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.473264,1,NORMAL
2.469329,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.468345,1,NORMAL
2.476215,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.475232,1,NORMAL
2.468345,1,NORMAL
2.466377,1,NORMAL
2.466377,1,NORMAL
2.478183,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.468345,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.463426,1,NORMAL
2.478183,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.465394,1,NORMAL
2.475232,1,NORMAL
2.465394,1,NORMAL
2.478183,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.474248,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.465394,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.478183,1,NORMAL
2.469329,1,NORMAL
2.478183,1,NORMAL
2.468345,1,NORMAL
2.478183,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.478183,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.475232,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.474248,1,NORMAL
2.474248,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.465394,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.478183,1,NORMAL
2.466377,1,NORMAL
2.466377,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.468345,1,NORMAL
2.466377,1,NORMAL
2.476215,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.473264,1,NORMAL
2.468345,1,NORMAL
2.478183,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.465394,1,NORMAL
2.478183,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.475232,1,NORMAL
2.470313,1,NORMAL
2.475232,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.463426,1,NORMAL
2.476215,1,NORMAL
2.463426,1,NORMAL
2.478183,1,NORMAL
2.46441,1,NORMAL
2.478183,1,NORMAL
2.470313,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.475232,1,NORMAL
2.465394,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.469329,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.478183,1,NORMAL
2.468345,1,NORMAL
2.475232,1,NORMAL
2.466377,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.474248,1,NORMAL
2.474248,1,NORMAL
2.478183,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.46441,1,NORMAL
2.475232,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.468345,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.471296,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.466377,1,NORMAL
2.471296,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.470313,1,NORMAL
2.471296,1,NORMAL
2.473264,1,NORMAL
2.468345,1,NORMAL
2.474248,1,NORMAL
2.468345,1,NORMAL
